,Ship To Name,forcasted_line_count_int
2275,ZALES JEWELERS 1377,2
2287,ZALES JEWELERS 142,2
1642,PIERCING PAGODA 1332,2
2715,ZALES REPAIR SHOP 8600,2
1640,PIERCING PAGODA 1320,2
1100,KAY JEWELERS 286,2
1099,KAY JEWELERS 2859,2
523,KAY JEWELERS 106,2
1096,KAY JEWELERS 2852,2
1095,KAY JEWELERS 2850,2
526,KAY JEWELERS 1069,2
1088,KAY JEWELERS 2837,2
1102,KAY JEWELERS 2861,2
1086,KAY JEWELERS 2835,2
533,KAY JEWELERS 1082,2
1083,KAY JEWELERS 2831,2
1082,KAY JEWELERS 2826,2
534,KAY JEWELERS 1085,2
1080,KAY JEWELERS 2819,2
535,KAY JEWELERS 1087,2
536,KAY JEWELERS 109,2
532,KAY JEWELERS 1077,2
1077,KAY JEWELERS 2816,2
1103,KAY JEWELERS 2862,2
520,KAY JEWELERS 1053,2
1133,KAY JEWELERS 2907,2
504,KAY 1488,2
1130,KAY JEWELERS 2901,2
1127,KAY JEWELERS 2898,2
507,KAY 3412,2
1125,KAY JEWELERS 2896,2
1122,KAY JEWELERS 2891,2
521,KAY JEWELERS 1056,2
510,KAY 4808,2
1116,KAY JEWELERS 2884,2
1115,KAY JEWELERS 2882,2
1114,KAY JEWELERS 2878,2
516,KAY JEWELERS 1047,2
517,KAY JEWELERS 1048,2
1110,KAY JEWELERS 2873,2
1106,KAY JEWELERS 2867,2
511,KAY JEWELERS,2
1134,KAY JEWELERS 2908,2
1075,KAY JEWELERS 2814,2
1070,KAY JEWELERS 2808,2
553,KAY JEWELERS 1122,2
554,KAY JEWELERS 1123,2
1041,KAY JEWELERS 2764,2
555,KAY JEWELERS 1126,2
556,KAY JEWELERS 1127,2
560,KAY JEWELERS 1133,2
1031,KAY JEWELERS 2732,2
1044,KAY JEWELERS 277,2
564,KAY JEWELERS 1143,2
1025,KAY JEWELERS 2720,2
566,KAY JEWELERS 1146,2
1023,KAY JEWELERS 2715,2
567,KAY JEWELERS 1147,2
1021,KAY JEWELERS 2712,2
1020,KAY JEWELERS 2710,2
1017,KAY JEWELERS 2707,2
565,KAY JEWELERS 1145,2
537,KAY JEWELERS 1092,2
1045,KAY JEWELERS 2770,2
551,KAY JEWELERS 1119,2
1069,KAY JEWELERS 2805,2
1068,KAY JEWELERS 2804,2
541,KAY JEWELERS 1100,2
1065,KAY JEWELERS 2800,2
1064,KAY JEWELERS 280,2
543,KAY JEWELERS 1102,2
545,KAY JEWELERS 1107,2
1046,KAY JEWELERS 2771,2
1060,KAY JEWELERS 2794,2
546,KAY JEWELERS 1108,2
1055,KAY JEWELERS 2785,2
549,KAY JEWELERS 1115,2
1053,KAY JEWELERS 2782,2
550,KAY JEWELERS 1117,2
1051,KAY JEWELERS 2780,2
1050,KAY JEWELERS 2778,2
1059,KAY JEWELERS 2793,2
1136,KAY JEWELERS 2910,2
502,KAY 1051,2
1138,KAY JEWELERS 2914,2
1275,KAY JEWELERS 4176,2
1274,KAY JEWELERS 4175,2
1271,KAY JEWELERS 4170,2
1267,KAY JEWELERS 4152,2
1266,KAY JEWELERS 4149,2
1265,KAY JEWELERS 4145,2
1262,KAY JEWELERS 4134,2
1278,KAY JEWELERS 4179,2
1261,KAY JEWELERS 4132,2
1253,KAY JEWELERS 4089,2
1249,KAY JEWELERS 4069,2
1248,KAY JEWELERS 4063,2
1244,KAY JEWELERS 4052,2
1243,KAY JEWELERS 4043,2
1239,KAY JEWELERS 4029,2
1237,KAY JEWELERS 401,2
1259,KAY JEWELERS 4120,2
1236,KAY JEWELERS 399,2
1279,KAY JEWELERS 4188,2
1284,KAY JEWELERS 4206,2
1360,KAY JEWELERS 4794,2
2714,ZALES OUTLET 4877,2
1354,KAY JEWELERS 4787,2
1352,KAY JEWELERS 4785,2
1351,KAY JEWELERS 4782,2
1350,KAY JEWELERS 4781,2
1338,KAY JEWELERS 4765,2
1283,KAY JEWELERS 4202,2
1337,KAY JEWELERS 4764,2
1319,KAY JEWELERS 4743,2
1309,KAY JEWELERS 4726,2
1307,KAY JEWELERS 4724,2
1300,KAY JEWELERS 4714,2
1296,KAY JEWELERS 4709,2
1289,KAY JEWELERS 4700,2
1288,KAY JEWELERS 45,2
1322,KAY JEWELERS 4747,2
1233,KAY JEWELERS 395,2
1231,KAY JEWELERS 387,2
1226,KAY JEWELERS 377,2
1170,KAY JEWELERS 2978,2
1169,KAY JEWELERS 2975,2
1166,KAY JEWELERS 2971,2
1163,KAY JEWELERS 2959,2
1162,KAY JEWELERS 2958,2
1161,KAY JEWELERS 2956,2
1160,KAY JEWELERS 2948,2
1173,KAY JEWELERS 2988,2
1157,KAY JEWELERS 2943,2
1150,KAY JEWELERS 2931,2
1149,KAY JEWELERS 2928,2
1148,KAY JEWELERS 2927,2
1144,KAY JEWELERS 2923,2
1142,KAY JEWELERS 2921,2
1140,KAY JEWELERS 2917,2
1139,KAY JEWELERS 2915,2
1155,KAY JEWELERS 2939,2
483,JARED REPAIR SHOP 8592,2
1175,KAY JEWELERS 2991,2
1178,KAY JEWELERS 3001,2
1224,KAY JEWELERS 3746,2
1222,KAY JEWELERS 368,2
1220,KAY JEWELERS 364,2
1215,KAY JEWELERS 357,2
1213,KAY JEWELERS 350,2
1210,KAY JEWELERS 3420,2
1209,KAY JEWELERS 3418,2
1641,PIERCING PAGODA 1322,2
1197,KAY JEWELERS 3403,2
471,JARED REPAIR SHOP 8423,2
1194,KAY JEWELERS 337,2
1193,KAY JEWELERS 335,2
1191,KAY JEWELERS 32,2
1189,KAY JEWELERS 313,2
1188,KAY JEWELERS 311,2
1185,KAY JEWELERS 306,2
1184,KAY JEWELERS 305,2
1015,KAY JEWELERS 2704,2
1361,KAY JEWELERS 4795,2
1014,KAY JEWELERS 2702,2
571,KAY JEWELERS 1157,2
685,KAY JEWELERS 1494,2
686,KAY JEWELERS 1496,2
688,KAY JEWELERS 1498,2
836,KAY JEWELERS 2121,2
835,KAY JEWELERS 2118,2
833,KAY JEWELERS 2114,2
831,KAY JEWELERS 2112,2
842,KAY JEWELERS 2144,2
830,KAY JEWELERS 2110,2
693,KAY JEWELERS 1517,2
697,KAY JEWELERS 1529,2
821,KAY JEWELERS 1888,2
699,KAY JEWELERS 1532,2
700,KAY JEWELERS 1533,2
702,KAY JEWELERS 1535,2
815,KAY JEWELERS 1871,2
691,KAY JEWELERS 1504,2
814,KAY JEWELERS 1869,2
683,KAY JEWELERS 1489,2
848,KAY JEWELERS 2171,2
872,KAY JEWELERS 2218,2
663,KAY JEWELERS 1447,2
664,KAY JEWELERS 1452,2
867,KAY JEWELERS 221,2
667,KAY JEWELERS 1456,2
863,KAY JEWELERS 2202,2
670,KAY JEWELERS 1462,2
845,KAY JEWELERS 215,2
861,KAY JEWELERS 220,2
673,KAY JEWELERS 147,2
675,KAY JEWELERS 1471,2
677,KAY JEWELERS 148,2
678,KAY JEWELERS 1481,2
679,KAY JEWELERS 1484,2
850,KAY JEWELERS 2179,2
680,KAY JEWELERS 1485,2
860,KAY JEWELERS 22,2
662,KAY JEWELERS 1436,2
813,KAY JEWELERS 1868,2
811,KAY JEWELERS 1866,2
772,KAY JEWELERS 1774,2
770,KAY JEWELERS 1741,2
768,KAY JEWELERS 1710,2
767,KAY JEWELERS 1693,2
765,KAY JEWELERS 1684,2
732,KAY JEWELERS 1588,2
733,KAY JEWELERS 1589,2
727,KAY JEWELERS 1573,2
760,KAY JEWELERS 1675,2
736,KAY JEWELERS 1592,2
755,KAY JEWELERS 1651,2
753,KAY JEWELERS 165,2
751,KAY JEWELERS 1645,2
750,KAY JEWELERS 1644,2
748,KAY JEWELERS 1636,2
747,KAY JEWELERS 1635,2
735,KAY JEWELERS 1591,2
812,KAY JEWELERS 1867,2
726,KAY JEWELERS 1572,2
721,KAY JEWELERS 1566,2
810,KAY JEWELERS 1864,2
807,KAY JEWELERS 1861,2
801,KAY JEWELERS 1849,2
800,KAY JEWELERS 1846,2
710,KAY JEWELERS 1550,2
713,KAY JEWELERS 1556,2
794,KAY JEWELERS 1837,2
776,KAY JEWELERS 1784,2
793,KAY JEWELERS 1834,2
716,KAY JEWELERS 156,2
789,KAY JEWELERS 1824,2
788,KAY JEWELERS 1823,2
786,KAY JEWELERS 1817,2
785,KAY JEWELERS 1816,2
718,KAY JEWELERS 1563,2
720,KAY JEWELERS 1565,2
715,KAY JEWELERS 1559,2
874,KAY JEWELERS 2221,2
876,KAY JEWELERS 2227,2
877,KAY JEWELERS 2231,2
600,KAY JEWELERS 1212,2
601,KAY JEWELERS 1213,2
972,KAY JEWELERS 262,2
971,KAY JEWELERS 2618,2
966,KAY JEWELERS 2613,2
956,KAY JEWELERS 251,2
614,KAY JEWELERS 1246,2
975,KAY JEWELERS 2623,2
615,KAY JEWELERS 1248,2
951,KAY JEWELERS 242,2
950,KAY JEWELERS 241,2
618,KAY JEWELERS 1262,2
948,KAY JEWELERS 2393,2
619,KAY JEWELERS 1263,2
620,KAY JEWELERS 1264,2
621,KAY JEWELERS 1267,2
616,KAY JEWELERS 125,2
944,KAY JEWELERS 2388,2
976,KAY JEWELERS 2625,2
979,KAY JEWELERS 2634,2
572,KAY JEWELERS 1158,2
1008,KAY JEWELERS 269,2
1003,KAY JEWELERS 268,2
580,KAY JEWELERS 1170,2
583,KAY JEWELERS 1175,2
994,KAY JEWELERS 2658,2
589,KAY JEWELERS 1188,2
599,KAY JEWELERS 1210,2
990,KAY JEWELERS 2653,2
593,KAY JEWELERS 1194,2
985,KAY JEWELERS 2647,2
594,KAY JEWELERS 1202,2
595,KAY JEWELERS 1203,2
596,KAY JEWELERS 1204,2
597,KAY JEWELERS 1205,2
980,KAY JEWELERS 2636,2
592,KAY JEWELERS 1192,2
943,KAY JEWELERS 2387,2
942,KAY JEWELERS 2384,2
941,KAY JEWELERS 2383,2
645,KAY JEWELERS 1386,2
900,KAY JEWELERS 2283,2
646,KAY JEWELERS 1389,2
647,KAY JEWELERS 1393,2
648,KAY JEWELERS 1397,2
896,KAY JEWELERS 2269,2
649,KAY JEWELERS 1398,2
644,KAY JEWELERS 1385,2
652,KAY JEWELERS 1405,2
888,KAY JEWELERS 2254,2
886,KAY JEWELERS 225,2
658,KAY JEWELERS 1427,2
882,KAY JEWELERS 2239,2
659,KAY JEWELERS 1428,2
880,KAY JEWELERS 2235,2
879,KAY JEWELERS 2233,2
654,KAY JEWELERS 1420,2
643,KAY JEWELERS 138,2
905,KAY JEWELERS 2308,2
642,KAY JEWELERS 1374,2
622,KAY JEWELERS 1273,2
938,KAY JEWELERS 2380,2
932,KAY JEWELERS 2369,2
931,KAY JEWELERS 2368,2
927,KAY JEWELERS 2363,2
631,KAY JEWELERS 1333,2
925,KAY JEWELERS 2356,2
924,KAY JEWELERS 2355,2
923,KAY JEWELERS 2354,2
922,KAY JEWELERS 2353,2
920,KAY JEWELERS 2351,2
919,KAY JEWELERS 2347,2
918,KAY JEWELERS 2346,2
914,KAY JEWELERS 2330,2
637,KAY JEWELERS 1347,2
909,KAY JEWELERS 2320,2
641,KAY JEWELERS 1363,2
570,KAY JEWELERS 1153,2
1365,KAY JEWELERS 4799,2
1199,KAY JEWELERS 3405,2
1405,KAY JEWELERS 522,2
1598,PIERCING PAGODA 1099,2
1384,KAY JEWELERS 4827,2
1383,KAY JEWELERS 4825,2
1507,KAY JEWELERS 798,2
1436,KAY JEWELERS 626,2
1438,KAY JEWELERS 631,2
224,JARED 462,2
1439,KAY JEWELERS 632,2
1600,PIERCING PAGODA 111,2
1380,KAY JEWELERS 4818,2
1601,PIERCING PAGODA 112,2
1440,KAY JEWELERS 635,2
1602,PIERCING PAGODA 1128,2
1379,KAY JEWELERS 4817,2
1604,PIERCING PAGODA 1139,2
234,JARED 474,2
317,JARED 8391,2
1605,PIERCING PAGODA 1144,2
1606,PIERCING PAGODA 1145,2
1607,PIERCING PAGODA 115,2
276,JARED 8279,2
1579,PIERCING PAGODA 102,2
1444,KAY JEWELERS 642,2
1467,KAY JEWELERS 689,2
1609,PIERCING PAGODA 1152,2
222,JARED 460,2
1611,PIERCING PAGODA 1166,2
1567,PEOPLES 5131,2
1612,PIERCING PAGODA 117,2
1527,KAY JEWLERS 1662,2
1509,KAY JEWELERS 81,2
1386,KAY JEWELERS 4830,2
1412,KAY JEWELERS 540,2
1425,KAY JEWELERS 589,2
228,JARED 467,2
1577,PIERCING PAGODA 101,2
1581,PIERCING PAGODA 1025,2
1521,KAY JEWELERS 94,2
1426,KAY JEWELERS 593,2
1427,KAY JEWELERS 597,2
1583,PIERCING PAGODA 103,2
1520,KAY JEWELERS 93,2
1576,PIERCING PAGODA 1008,2
1584,PIERCING PAGODA 104,2
227,JARED 466,2
1586,PIERCING PAGODA 105,2
1587,PIERCING PAGODA 1052,2
1502,KAY JEWELERS 785,2
1518,KAY JEWELERS 9,2
229,JARED 468,2
1430,KAY JEWELERS 603,2
1574,PIERCING PAGODA 100,2
230,JARED 469,2
1390,KAY JEWELERS 4848,2
1389,KAY JEWELERS 4836,2
225,JARED 463,2
1423,KAY JEWELERS 578,2
1431,KAY JEWELERS 605,2
1403,KAY JEWELERS 52,2
1511,KAY JEWELERS 84,2
1596,PIERCING PAGODA 1093,2
1422,KAY JEWELERS 577,2
1433,KAY JEWELERS 620,2
1589,PIERCING PAGODA 1061,2
1530,KAY JEWLERS 576,2
1608,PIERCING PAGODA 1151,2
1501,KAY JEWELERS 784,2
1557,KAY OUTLET 4208,2
1539,KAY OUTLET 2949,2
255,JARED 498,2
215,JARED 448,2
1554,KAY OUTLET 4121,2
244,JARED 487,2
1630,PIERCING PAGODA 1274,2
1457,KAY JEWELERS 672,2
1631,PIERCING PAGODA 1275,2
290,JARED 8355,2
1478,KAY JEWELERS 732,2
1417,KAY JEWELERS 562,2
307,JARED 8377,2
1634,PIERCING PAGODA 1295,2
1460,KAY JEWELERS 676,2
1461,KAY JEWELERS 677,2
1635,PIERCING PAGODA 130,2
1462,KAY JEWELERS 679,2
247,JARED 490,2
358,JARED 8445,2
251,JARED 494,2
1414,KAY JEWELERS 548,2
1637,PIERCING PAGODA 131,2
1472,KAY JEWELERS 698,2
1470,KAY JEWELERS 696,2
1638,PIERCING PAGODA 1319,2
1543,KAY OUTLET 2962,2
1639,PIERCING PAGODA 132,2
1544,KAY OUTLET 2968,2
1420,KAY JEWELERS 57,2
1408,KAY JEWELERS 532,2
1578,PIERCING PAGODA 1012,2
1500,KAY JEWELERS 782,2
1407,KAY JEWELERS 53,2
1451,KAY JEWELERS 665,2
1622,PIERCING PAGODA 1205,2
1562,KAY REPAIR SHOP 8329,2
218,JARED 454,2
1626,PIERCING PAGODA 1241,2
1375,KAY JEWELERS 4811,2
1491,KAY JEWELERS 77,2
1625,PIERCING PAGODA 1236,2
285,JARED 8338,2
219,JARED 457,2
1624,PIERCING PAGODA 123,2
1448,KAY JEWELERS 662,2
1447,KAY JEWELERS 660,2
1421,KAY JEWELERS 574,2
1561,KAY REPAIR SHOP 1606,2
1617,PIERCING PAGODA 1188,2
1616,PIERCING PAGODA 1185,2
1560,KAY OUTLET 686,2
1406,KAY JEWELERS 523,2
1449,KAY JEWELERS 663,2
2441,ZALES JEWELERS 1800,3
1785,PIERCING PAGODA 2585,3
2443,ZALES JEWELERS 1809,3
610,KAY JEWELERS 1233,3
1764,PIERCING PAGODA 2537,3
2484,ZALES JEWELERS 1970,3
2476,ZALES JEWELERS 1942,3
2444,ZALES JEWELERS 1810,3
2475,ZALES JEWELERS 1941,3
2457,ZALES JEWELERS 1889,3
2458,ZALES JEWELERS 1891,3
2461,ZALES JEWELERS 1899,3
2455,ZALES JEWELERS 1875,3
2462,ZALES JEWELERS 1900,3
2466,ZALES JEWELERS 1916,3
2463,ZALES JEWELERS 1901,3
2483,ZALES JEWELERS 1968,3
2468,ZALES JEWELERS 1927,3
1779,PIERCING PAGODA 2561,3
1780,PIERCING PAGODA 2564,3
2451,ZALES JEWELERS 1838,3
2472,ZALES JEWELERS 1934,3
2450,ZALES JEWELERS 1833,3
2448,ZALES JEWELERS 1826,3
959,KAY JEWELERS 26,3
2447,ZALES JEWELERS 1825,3
2464,ZALES JEWELERS 1906,3
2453,ZALES JEWELERS 1859,3
252,JARED 495,3
1806,PIERCING PAGODA 2634,3
2437,ZALES JEWELERS 1794,3
2383,ZALES JEWELERS 1658,3
2379,ZALES JEWELERS 1645,3
2375,ZALES JEWELERS 1638,3
2374,ZALES JEWELERS 1637,3
2373,ZALES JEWELERS 1634,3
284,JARED 8321,3
1048,KAY JEWELERS 2773,3
1489,KAY JEWELERS 765,3
2366,ZALES JEWELERS 1610,3
2365,ZALES JEWELERS 1609,3
1827,PIERCING PAGODA 295,3
2363,ZALES JEWELERS 1606,3
2362,ZALES JEWELERS 1605,3
1039,KAY JEWELERS 2761,3
1828,PIERCING PAGODA 296,3
2358,ZALES JEWELERS 1600,3
2357,ZALES JEWELERS 160,3
2355,ZALES JEWELERS 1597,3
2354,ZALES JEWELERS 1594,3
2353,ZALES JEWELERS 1593,3
1839,PIERCING PAGODA 33,3
1840,PIERCING PAGODA 335,3
1841,PIERCING PAGODA 337,3
1076,KAY JEWELERS 2815,3
361,JARED 8448,3
2336,ZALES JEWELERS 1556,3
2332,ZALES JEWELERS 1550,3
1849,PIERCING PAGODA 3564,3
1829,PIERCING PAGODA 302,3
1786,PIERCING PAGODA 2589,3
1037,KAY JEWELERS 2757,3
2390,ZALES JEWELERS 1672,3
1522,KAY JEWELERS 96,3
1788,PIERCING PAGODA 2592,3
1792,PIERCING PAGODA 2610,3
2430,ZALES JEWELERS 1781,3
2428,ZALES JEWELERS 1767,3
588,KAY JEWELERS 1187,3
2425,ZALES JEWELERS 1750,3
2424,ZALES JEWELERS 175,3
1795,PIERCING PAGODA 2615,3
1796,PIERCING PAGODA 2616,3
1799,PIERCING PAGODA 262,3
2418,ZALES JEWELERS 1731,3
2417,ZALES JEWELERS 1730,3
2387,ZALES JEWELERS 167,3
2416,ZALES JEWELERS 173,3
1510,KAY JEWELERS 82,3
1019,KAY JEWELERS 271,3
1805,PIERCING PAGODA 2633,3
2406,ZALES JEWELERS 1712,3
2403,ZALES JEWELERS 1705,3
2402,ZALES JEWELERS 1704,3
2399,ZALES JEWELERS 1692,3
1505,KAY JEWELERS 791,3
2397,ZALES JEWELERS 1690,3
2396,ZALES JEWELERS 1687,3
2394,ZALES JEWELERS 1685,3
1029,KAY JEWELERS 2729,3
2391,ZALES JEWELERS 1682,3
2415,ZALES JEWELERS 1728,3
2490,ZALES JEWELERS 1983,3
2339,ZALES JEWELERS 1571,3
1758,PIERCING PAGODA 2524,3
1682,PIERCING PAGODA 170,3
2640,ZALES OUTLET 2721,3
703,KAY JEWELERS 1540,3
1614,PIERCING PAGODA 1175,3
2645,ZALES OUTLET 2728,3
2646,ZALES OUTLET 2737,3
2635,ZALES OUTLET 2714,3
220,JARED 458,3
2651,ZALES OUTLET 2745,3
797,KAY JEWELERS 1840,3
1618,PIERCING PAGODA 1191,3
2655,ZALES OUTLET 2758,3
217,JARED 453,3
1668,PIERCING PAGODA 1501,3
2650,ZALES OUTLET 2741,3
1623,PIERCING PAGODA 1227,3
2633,ZALES OUTLET 2710,3
2627,ZALES OUTLET 2693,3
2607,ZALES JEWELERS 962,3
2608,ZALES JEWELERS 977,3
837,KAY JEWELERS 2124,3
2611,ZALES JEWELERS 998,3
2612,ZALES OUTLET 2660,3
2613,ZALES OUTLET 2661,3
1687,PIERCING PAGODA 183,3
2614,ZALES OUTLET 2662,3
198,JARED 427,3
1693,PIERCING PAGODA 197,3
832,KAY JEWELERS 2113,3
2620,ZALES OUTLET 2683,3
2623,ZALES OUTLET 2688,3
2624,ZALES OUTLET 2690,3
2615,ZALES OUTLET 2663,3
2664,ZALES OUTLET 2780,3
1664,PIERCING PAGODA 1499,3
209,JARED 441,3
2694,ZALES OUTLET 2864,3
1633,PIERCING PAGODA 1287,3
2697,ZALES OUTLET 2891,3
2698,ZALES OUTLET 2894,3
1650,PIERCING PAGODA 1380,3
2700,ZALES OUTLET 2896,3
1632,PIERCING PAGODA 1286,3
2702,ZALES OUTLET 2905,3
2705,ZALES OUTLET 2912,3
1636,PIERCING PAGODA 1301,3
2708,ZALES OUTLET 2915,3
2709,ZALES OUTLET 2918,3
2711,ZALES OUTLET 2920,3
1643,PIERCING PAGODA 1334,3
2703,ZALES OUTLET 2906,3
2692,ZALES OUTLET 2861,3
2690,ZALES OUTLET 2859,3
2688,ZALES OUTLET 2852,3
2667,ZALES OUTLET 2787,3
722,KAY JEWELERS 1567,3
2670,ZALES OUTLET 2790,3
2671,ZALES OUTLET 2794,3
779,KAY JEWELERS 1796,3
723,KAY JEWELERS 1569,3
1627,PIERCING PAGODA 1243,3
2677,ZALES OUTLET 2809,3
1660,PIERCING PAGODA 1454,3
1659,PIERCING PAGODA 1450,3
2680,ZALES OUTLET 2814,3
2681,ZALES OUTLET 2815,3
2682,ZALES OUTLET 2817,3
2686,ZALES OUTLET 2847,3
2687,ZALES OUTLET 2851,3
2606,ZALES JEWELERS 959,3
940,KAY JEWELERS 2382,3
1597,PIERCING PAGODA 1097,3
2601,ZALES JEWELERS 926,3
903,KAY JEWELERS 2299,3
235,JARED 475,3
2527,ZALES JEWELERS 394,3
2530,ZALES JEWELERS 416,3
2531,ZALES JEWELERS 420,3
2532,ZALES JEWELERS 426,3
1740,PIERCING PAGODA 247,3
2533,ZALES JEWELERS 429,3
2535,ZALES JEWELERS 454,3
232,JARED 472,3
231,JARED 470,3
651,KAY JEWELERS 1401,3
2540,ZALES JEWELERS 515,3
1731,PIERCING PAGODA 244,3
181,JARED 417,3
891,KAY JEWELERS 2263,3
237,JARED 480,3
2516,ZALES JEWELERS 336,3
626,KAY JEWELERS 1284,3
17,JARED 2400,3
2496,ZALES JEWELERS 1992,3
627,KAY JEWELERS 1285,3
2501,ZALES JEWELERS 219,3
2502,ZALES JEWELERS 257,3
640,KAY JEWELERS 1361,3
2503,ZALES JEWELERS 258,3
1751,PIERCING PAGODA 2496,3
2508,ZALES JEWELERS 285,3
241,JARED 484,3
165,JARED 2585,3
1747,PIERCING PAGODA 2483,3
2513,ZALES JEWELERS 300,3
1752,PIERCING PAGODA 2498,3
2543,ZALES JEWELERS 528,3
2545,ZALES JEWELERS 550,3
1572,PIERCING PAGODA,3
2583,ZALES JEWELERS 824,3
2584,ZALES JEWELERS 841,3
1708,PIERCING PAGODA 222,3
1707,PIERCING PAGODA 221,3
2587,ZALES JEWELERS 854,3
1705,PIERCING PAGODA 22,3
674,KAY JEWELERS 1470,3
1591,PIERCING PAGODA 107,3
1703,PIERCING PAGODA 216,3
1592,PIERCING PAGODA 1070,3
1593,PIERCING PAGODA 108,3
2598,ZALES JEWELERS 91,3
1594,PIERCING PAGODA 1081,3
684,KAY JEWELERS 1490,3
2594,ZALES JEWELERS 879,3
226,JARED 465,3
2576,ZALES JEWELERS 783,3
2574,ZALES JEWELERS 768,3
2547,ZALES JEWELERS 572,3
2548,ZALES JEWELERS 574,3
2549,ZALES JEWELERS 579,3
1725,PIERCING PAGODA 2422,3
2556,ZALES JEWELERS 646,3
2557,ZALES JEWELERS 647,3
2560,ZALES JEWELERS 672,3
2562,ZALES JEWELERS 681,3
2564,ZALES JEWELERS 686,3
2565,ZALES JEWELERS 692,3
1718,PIERCING PAGODA 240,3
1717,PIERCING PAGODA 24,3
1582,PIERCING PAGODA 1026,3
2570,ZALES JEWELERS 750,3
2573,ZALES JEWELERS 761,3
1697,PIERCING PAGODA 200,3
2327,ZALES JEWELERS 1543,3
1730,PIERCING PAGODA 2436,3
2213,ZALES JEWELERS 1085,3
2205,ZALES JEWELERS 1051,3
481,JARED REPAIR SHOP 8579,3
2203,ZALES JEWELERS 1047,3
2201,ZALES JEWELERS 1034,3
2200,ZALES JEWELERS 1032,3
2198,ZALES JEWELERS 1014,3
397,JARED 8605,3
399,JARED 8608,3
1377,KAY JEWELERS 4813,3
2035,PIERCING PAGODA 643,3
2037,PIERCING PAGODA 652,3
2041,PIERCING PAGODA 66,3
2043,PIERCING PAGODA 661,3
2045,PIERCING PAGODA 67,3
411,JARED 9237,3
2050,PIERCING PAGODA 683,3
420,JARED 9287,3
2177,ZALES 2970,3
2176,ZALES 2923,3
2023,PIERCING PAGODA 61,3
2059,PIERCING PAGODA 722,3
2206,ZALES JEWELERS 1053,3
1902,PIERCING PAGODA 3734,3
2242,ZALES JEWELERS 1254,3
2241,ZALES JEWELERS 1253,3
2238,ZALES JEWELERS 1244,3
2232,ZALES JEWELERS 1220,3
2010,PIERCING PAGODA 5709,3
2227,ZALES JEWELERS 1196,3
2225,ZALES JEWELERS 1189,3
2222,ZALES JEWELERS 1168,3
2014,PIERCING PAGODA 580,3
2015,PIERCING PAGODA 585,3
394,JARED 8595,3
2218,ZALES JEWELERS 1142,3
2217,ZALES JEWELERS 1140,3
2022,PIERCING PAGODA 607,3
2216,ZALES JEWELERS 1131,3
2214,ZALES JEWELERS 1120,3
432,JARED 963,3
2211,ZALES JEWELERS 1080,3
117,JARED 2520,3
482,JARED REPAIR SHOP 8589,3
2243,ZALES JEWELERS 1256,3
1287,KAY JEWELERS 4210,3
2169,ZALES 1978,3
2128,PIERCING PAGODA 985,3
1234,KAY JEWELERS 396,3
336,JARED 8418,3
2123,PIERCING PAGODA 964,3
1926,PIERCING PAGODA 3896,3
429,JARED 9325,3
2118,PIERCING PAGODA 938,3
2087,PIERCING PAGODA 830,3
1399,KAY JEWELERS 504,3
2112,PIERCING PAGODA 923,3
2108,PIERCING PAGODA 905,3
2107,PIERCING PAGODA 904,3
2093,PIERCING PAGODA 855,3
2105,PIERCING PAGODA 891,3
438,JARED REPAIR SHOP 2534,3
2103,PIERCING PAGODA 888,3
2094,PIERCING PAGODA 861,3
2101,PIERCING PAGODA 883,3
1252,KAY JEWELERS 4088,3
427,JARED 9294,3
1282,KAY JEWELERS 42,3
1232,KAY JEWELERS 391,3
426,JARED 9293,3
48,JARED 2437,3
49,JARED 2438,3
2068,PIERCING PAGODA 743,3
55,JARED 2445,3
110,JARED 2512,3
1277,KAY JEWELERS 4178,3
1217,KAY JEWELERS 36,3
2154,ZALES 1418,3
2072,PIERCING PAGODA 76,3
2325,ZALES JEWELERS 1541,3
59,JARED 2450,3
60,JARED 2451,3
2073,PIERCING PAGODA 774,3
424,JARED 9291,3
62,JARED 2454,3
1940,PIERCING PAGODA 3914,3
2076,PIERCING PAGODA 779,3
2077,PIERCING PAGODA 785,3
70,JARED 2462,3
2132,PIERCING PAGODA 994,3
2245,ZALES JEWELERS 1260,3
1260,KAY JEWELERS 4128,3
2290,ZALES JEWELERS 1430,3
2259,ZALES JEWELERS 1309,3
2260,ZALES JEWELERS 1321,3
1358,KAY JEWELERS 4791,3
2263,ZALES JEWELERS 1331,3
493,JARED REPAIR SHOP 9285,3
2268,ZALES JEWELERS 1355,3
2272,ZALES JEWELERS 1370,3
1864,PIERCING PAGODA 3644,3
2274,ZALES JEWELERS 1376,3
1878,PIERCING PAGODA 3703,3
2277,ZALES JEWELERS 1391,3
2278,ZALES JEWELERS 1394,3
2303,ZALES JEWELERS 1486,3
1991,PIERCING PAGODA 516,3
1976,PIERCING PAGODA 469,3
93,JARED 2493,3
2301,ZALES JEWELERS 1472,3
1109,KAY JEWELERS 2872,3
1456,KAY JEWELERS 671,3
2296,ZALES JEWELERS 1444,3
2295,ZALES JEWELERS 1440,3
2294,ZALES JEWELERS 1438,3
2293,ZALES JEWELERS 1437,3
2286,ZALES JEWELERS 1417,3
1980,PIERCING PAGODA 481,3
311,JARED 8382,3
1957,PIERCING PAGODA 414,3
2288,ZALES JEWELERS 1422,3
2302,ZALES JEWELERS 1475,3
2258,ZALES JEWELERS 13,3
